Day,Month,Year,City,Count,WeekDay,DayForStartYear,isWeekend,DayForStartTrainPeriod
23,8,2013,Сыктывкар-2,48,4,234,0,687
23,8,2013,Смоленск-1,134,4,234,0,687
23,8,2013,Самара-1,80,4,234,0,687
23,8,2013,Челябинск-1,52,4,234,0,687
23,8,2013,Сарапул-1,75,4,234,0,687
23,8,2013,Сыктывкар-1,368,4,234,0,687
23,8,2013,Смоленск-2,7,4,234,0,687
23,8,2013,Белгород-1,109,4,234,0,687
23,8,2013,Самара-2,41,4,234,0,687
23,8,2013,Ухта-1,155,4,234,0,687
25,8,2013,Самара-1,87,6,236,1,689
25,8,2013,Сарапул-1,88,6,236,1,689
25,8,2013,Ухта-1,104,6,236,1,689
25,8,2013,Сыктывкар-1,329,6,236,1,689
25,8,2013,Смоленск-2,3,6,236,1,689
25,8,2013,Челябинск-1,57,6,236,1,689
25,8,2013,Самара-2,21,6,236,1,689
25,8,2013,Белгород-1,88,6,236,1,689
25,8,2013,Смоленск-1,97,6,236,1,689
25,8,2013,Сыктывкар-2,49,6,236,1,689
26,8,2013,Самара-2,17,0,237,0,690
26,8,2013,Челябинск-1,50,0,237,0,690
26,8,2013,Смоленск-1,82,0,237,0,690
26,8,2013,Сыктывкар-2,32,0,237,0,690
26,8,2013,Сарапул-1,70,0,237,0,690
26,8,2013,Ухта-1,98,0,237,0,690
26,8,2013,Самара-1,61,0,237,0,690
26,8,2013,Белгород-1,70,0,237,0,690
26,8,2013,Сыктывкар-1,305,0,237,0,690
27,8,2013,Смоленск-2,1,1,238,0,691
27,8,2013,Сарапул-1,64,1,238,0,691
27,8,2013,Смоленск-1,86,1,238,0,691
27,8,2013,Белгород-1,84,1,238,0,691
27,8,2013,Сыктывкар-2,37,1,238,0,691
27,8,2013,Сыктывкар-1,279,1,238,0,691
27,8,2013,Самара-2,23,1,238,0,691
27,8,2013,Челябинск-1,71,1,238,0,691
27,8,2013,Ухта-1,97,1,238,0,691
27,8,2013,Самара-1,77,1,238,0,691
28,8,2013,Челябинск-1,54,2,239,0,692
28,8,2013,Сыктывкар-1,269,2,239,0,692
28,8,2013,Самара-2,24,2,239,0,692
28,8,2013,Белгород-1,67,2,239,0,692
28,8,2013,Сарапул-1,73,2,239,0,692
28,8,2013,Смоленск-1,96,2,239,0,692
28,8,2013,Самара-1,63,2,239,0,692
28,8,2013,Смоленск-2,2,2,239,0,692
28,8,2013,Ухта-1,94,2,239,0,692
28,8,2013,Сыктывкар-2,32,2,239,0,692
29,8,2013,Челябинск-1,61,3,240,0,693
29,8,2013,Смоленск-1,102,3,240,0,693
29,8,2013,Сарапул-1,71,3,240,0,693
29,8,2013,Белгород-1,79,3,240,0,693
29,8,2013,Ухта-1,146,3,240,0,693
29,8,2013,Сыктывкар-1,301,3,240,0,693
29,8,2013,Сыктывкар-2,31,3,240,0,693
29,8,2013,Самара-2,26,3,240,0,693
29,8,2013,Самара-1,78,3,240,0,693
30,8,2013,Самара-1,123,4,241,0,694
30,8,2013,Челябинск-1,66,4,241,0,694
30,8,2013,Белгород-1,86,4,241,0,694
30,8,2013,Самара-2,34,4,241,0,694
30,8,2013,Сыктывкар-2,45,4,241,0,694
30,8,2013,Сыктывкар-1,426,4,241,0,694
30,8,2013,Ухта-1,237,4,241,0,694
30,8,2013,Смоленск-1,103,4,241,0,694
30,8,2013,Сарапул-1,78,4,241,0,694
31,8,2013,Самара-1,95,5,242,1,695
31,8,2013,Смоленск-1,122,5,242,1,695
31,8,2013,Белгород-1,89,5,242,1,695
31,8,2013,Челябинск-1,83,5,242,1,695
31,8,2013,Самара-2,36,5,242,1,695
31,8,2013,Сыктывкар-1,403,5,242,1,695
31,8,2013,Сыктывкар-2,59,5,242,1,695
31,8,2013,Ухта-1,168,5,242,1,695
31,8,2013,Смоленск-2,4,5,242,1,695
31,8,2013,Сарапул-1,108,5,242,1,695
1,9,2013,Челябинск-1,77,6,243,1,696
1,9,2013,Сыктывкар-2,76,6,243,1,696
1,9,2013,Белгород-1,85,6,243,1,696
1,9,2013,Смоленск-2,2,6,243,1,696
1,9,2013,Сарапул-1,116,6,243,1,696
1,9,2013,Ухта-1,172,6,243,1,696
1,9,2013,Смоленск-1,102,6,243,1,696
1,9,2013,Сыктывкар-1,547,6,243,1,696
1,9,2013,Самара-2,36,6,243,1,696
1,9,2013,Самара-1,93,6,243,1,696
2,9,2013,Сарапул-1,47,0,244,0,697
2,9,2013,Сыктывкар-1,320,0,244,0,697
2,9,2013,Ухта-1,123,0,244,0,697
2,9,2013,Смоленск-1,102,0,244,0,697
2,9,2013,Белгород-1,89,0,244,0,697
2,9,2013,Сыктывкар-2,46,0,244,0,697
2,9,2013,Челябинск-1,78,0,244,0,697
2,9,2013,Самара-1,90,0,244,0,697
2,9,2013,Смоленск-2,1,0,244,0,697
2,9,2013,Самара-2,46,0,244,0,697
3,9,2013,Ухта-1,113,1,245,0,698
3,9,2013,Смоленск-1,89,1,245,0,698
3,9,2013,Белгород-1,44,1,245,0,698
3,9,2013,Смоленск-2,3,1,245,0,698
3,9,2013,Сарапул-1,101,1,245,0,698
3,9,2013,Челябинск-1,49,1,245,0,698
3,9,2013,Сыктывкар-2,24,1,245,0,698
3,9,2013,Самара-2,21,1,245,0,698
3,9,2013,Сыктывкар-1,257,1,245,0,698
3,9,2013,Самара-1,67,1,245,0,698
4,9,2013,Белгород-1,34,2,246,0,699
4,9,2013,Смоленск-2,2,2,246,0,699
4,9,2013,Самара-1,73,2,246,0,699
4,9,2013,Сыктывкар-1,211,2,246,0,699
4,9,2013,Ухта-1,111,2,246,0,699
4,9,2013,Самара-2,17,2,246,0,699
4,9,2013,Смоленск-1,66,2,246,0,699
4,9,2013,Сыктывкар-2,33,2,246,0,699
4,9,2013,Челябинск-1,50,2,246,0,699
4,9,2013,Сарапул-1,53,2,246,0,699
5,9,2013,Белгород-1,72,3,247,0,700
5,9,2013,Сыктывкар-1,240,3,247,0,700
5,9,2013,Ухта-1,78,3,247,0,700
5,9,2013,Сыктывкар-2,32,3,247,0,700
5,9,2013,Сарапул-1,51,3,247,0,700
5,9,2013,Самара-2,27,3,247,0,700
5,9,2013,Самара-1,77,3,247,0,700
5,9,2013,Челябинск-1,55,3,247,0,700
5,9,2013,Смоленск-2,1,3,247,0,700
5,9,2013,Смоленск-1,78,3,247,0,700
7,9,2013,Челябинск-1,105,5,249,1,702
7,9,2013,Самара-1,92,5,249,1,702
7,9,2013,Ухта-1,160,5,249,1,702
7,9,2013,Сыктывкар-2,59,5,249,1,702
7,9,2013,Смоленск-2,3,5,249,1,702
7,9,2013,Смоленск-1,106,5,249,1,702
7,9,2013,Сыктывкар-1,427,5,249,1,702
7,9,2013,Сарапул-1,102,5,249,1,702
7,9,2013,Белгород-1,116,5,249,1,702
7,9,2013,Самара-2,59,5,249,1,702
8,9,2013,Белгород-1,73,6,250,1,703
8,9,2013,Сыктывкар-2,34,6,250,1,703
8,9,2013,Смоленск-1,98,6,250,1,703
8,9,2013,Самара-2,28,6,250,1,703
8,9,2013,Ухта-1,133,6,250,1,703
8,9,2013,Сыктывкар-1,356,6,250,1,703
8,9,2013,Смоленск-2,2,6,250,1,703
8,9,2013,Сарапул-1,72,6,250,1,703
8,9,2013,Челябинск-1,96,6,250,1,703
8,9,2013,Самара-1,74,6,250,1,703
9,9,2013,Ухта-1,123,0,251,0,704
9,9,2013,Челябинск-1,45,0,251,0,704
9,9,2013,Смоленск-1,61,0,251,0,704
9,9,2013,Сыктывкар-2,32,0,251,0,704
9,9,2013,Смоленск-2,6,0,251,0,704
9,9,2013,Сарапул-1,55,0,251,0,704
9,9,2013,Сыктывкар-1,233,0,251,0,704
9,9,2013,Самара-1,58,0,251,0,704
9,9,2013,Белгород-1,67,0,251,0,704
9,9,2013,Самара-2,15,0,251,0,704
10,9,2013,Самара-2,28,1,252,0,705
10,9,2013,Ухта-1,86,1,252,0,705
10,9,2013,Челябинск-1,53,1,252,0,705
10,9,2013,Самара-1,69,1,252,0,705
10,9,2013,Белгород-1,54,1,252,0,705
10,9,2013,Смоленск-1,75,1,252,0,705
10,9,2013,Сыктывкар-1,263,1,252,0,705
10,9,2013,Смоленск-2,3,1,252,0,705
10,9,2013,Сыктывкар-2,26,1,252,0,705
10,9,2013,Сарапул-1,50,1,252,0,705
11,9,2013,Челябинск-1,58,2,253,0,706
11,9,2013,Белгород-1,54,2,253,0,706
11,9,2013,Смоленск-1,75,2,253,0,706
11,9,2013,Самара-2,19,2,253,0,706
11,9,2013,Ухта-1,99,2,253,0,706
11,9,2013,Самара-1,78,2,253,0,706
11,9,2013,Сарапул-1,54,2,253,0,706
11,9,2013,Сыктывкар-1,249,2,253,0,706
11,9,2013,Сыктывкар-2,30,2,253,0,706
11,9,2013,Смоленск-2,2,2,253,0,706
12,9,2013,Самара-2,34,3,254,0,707
12,9,2013,Сарапул-1,55,3,254,0,707
12,9,2013,Смоленск-2,10,3,254,0,707
12,9,2013,Самара-1,66,3,254,0,707
12,9,2013,Сыктывкар-1,269,3,254,0,707
12,9,2013,Сыктывкар-2,21,3,254,0,707
12,9,2013,Белгород-1,57,3,254,0,707
12,9,2013,Ухта-1,80,3,254,0,707
12,9,2013,Челябинск-1,54,3,254,0,707
12,9,2013,Смоленск-1,81,3,254,0,707
13,9,2013,Самара-1,94,4,255,0,708
13,9,2013,Смоленск-1,129,4,255,0,708
13,9,2013,Самара-2,66,4,255,0,708
13,9,2013,Челябинск-1,87,4,255,0,708
13,9,2013,Сыктывкар-1,408,4,255,0,708
13,9,2013,Ухта-1,179,4,255,0,708
13,9,2013,Сарапул-1,70,4,255,0,708
13,9,2013,Сыктывкар-2,66,4,255,0,708
13,9,2013,Белгород-1,85,4,255,0,708
13,9,2013,Смоленск-2,6,4,255,0,708
15,9,2013,Смоленск-1,107,6,257,1,710
15,9,2013,Сарапул-1,96,6,257,1,710
15,9,2013,Самара-2,55,6,257,1,710
15,9,2013,Челябинск-1,47,6,257,1,710
15,9,2013,Сыктывкар-1,356,6,257,1,710
15,9,2013,Ухта-1,126,6,257,1,710
15,9,2013,Самара-1,92,6,257,1,710
15,9,2013,Сыктывкар-2,45,6,257,1,710
15,9,2013,Белгород-1,62,6,257,1,710
15,9,2013,Смоленск-2,1,6,257,1,710
17,9,2013,Смоленск-1,77,1,259,0,712
17,9,2013,Сыктывкар-2,40,1,259,0,712
17,9,2013,Белгород-1,42,1,259,0,712
17,9,2013,Сарапул-1,53,1,259,0,712
17,9,2013,Ухта-1,81,1,259,0,712
17,9,2013,Смоленск-2,5,1,259,0,712
17,9,2013,Челябинск-1,59,1,259,0,712
17,9,2013,Самара-2,111,1,259,0,712
17,9,2013,Сыктывкар-1,211,1,259,0,712
17,9,2013,Самара-1,62,1,259,0,712
18,9,2013,Челябинск-1,60,2,260,0,713
18,9,2013,Сарапул-1,57,2,260,0,713
18,9,2013,Смоленск-2,3,2,260,0,713
18,9,2013,Самара-2,55,2,260,0,713
18,9,2013,Сыктывкар-1,245,2,260,0,713
18,9,2013,Ухта-1,84,2,260,0,713
18,9,2013,Белгород-1,52,2,260,0,713
18,9,2013,Сыктывкар-2,41,2,260,0,713
18,9,2013,Самара-1,78,2,260,0,713
18,9,2013,Смоленск-1,79,2,260,0,713
19,9,2013,Челябинск-1,68,3,261,0,714
19,9,2013,Сарапул-1,42,3,261,0,714
19,9,2013,Белгород-1,50,3,261,0,714
19,9,2013,Сыктывкар-1,240,3,261,0,714
19,9,2013,Смоленск-1,81,3,261,0,714
19,9,2013,Самара-1,70,3,261,0,714
19,9,2013,Смоленск-2,5,3,261,0,714
19,9,2013,Ухта-1,78,3,261,0,714
19,9,2013,Самара-2,53,3,261,0,714
19,9,2013,Сыктывкар-2,26,3,261,0,714
20,9,2013,Сыктывкар-2,47,4,262,0,715
20,9,2013,Смоленск-2,4,4,262,0,715
20,9,2013,Сарапул-1,60,4,262,0,715
20,9,2013,Белгород-1,107,4,262,0,715
20,9,2013,Ухта-1,179,4,262,0,715
20,9,2013,Смоленск-1,127,4,262,0,715
20,9,2013,Самара-2,84,4,262,0,715
20,9,2013,Самара-1,79,4,262,0,715
20,9,2013,Челябинск-1,90,4,262,0,715
20,9,2013,Сыктывкар-1,390,4,262,0,715
21,9,2013,Смоленск-1,164,5,263,1,716
21,9,2013,Сыктывкар-2,57,5,263,1,716
21,9,2013,Ухта-1,186,5,263,1,716
21,9,2013,Самара-2,108,5,263,1,716
21,9,2013,Сыктывкар-1,413,5,263,1,716
21,9,2013,Сарапул-1,106,5,263,1,716
21,9,2013,Самара-1,115,5,263,1,716
21,9,2013,Челябинск-1,65,5,263,1,716
21,9,2013,Смоленск-2,8,5,263,1,716
21,9,2013,Белгород-1,114,5,263,1,716
22,9,2013,Самара-1,86,6,264,1,717
22,9,2013,Смоленск-1,123,6,264,1,717
22,9,2013,Ухта-1,134,6,264,1,717
22,9,2013,Смоленск-2,1,6,264,1,717
22,9,2013,Самара-2,83,6,264,1,717
22,9,2013,Сарапул-1,91,6,264,1,717
22,9,2013,Сыктывкар-2,70,6,264,1,717
22,9,2013,Челябинск-1,78,6,264,1,717
22,9,2013,Сыктывкар-1,387,6,264,1,717
22,9,2013,Белгород-1,86,6,264,1,717
26,9,2013,Сыктывкар-2,28,3,268,0,721
26,9,2013,Смоленск-2,5,3,268,0,721
26,9,2013,Сыктывкар-1,271,3,268,0,721
26,9,2013,Белгород-1,68,3,268,0,721
26,9,2013,Ухта-1,91,3,268,0,721
26,9,2013,Челябинск-1,53,3,268,0,721
26,9,2013,Смоленск-1,80,3,268,0,721
26,9,2013,Самара-1,83,3,268,0,721
26,9,2013,Самара-2,44,3,268,0,721
26,9,2013,Сарапул-1,62,3,268,0,721
27,9,2013,Самара-1,109,4,269,0,722
27,9,2013,Смоленск-2,7,4,269,0,722
27,9,2013,Смоленск-1,98,4,269,0,722
27,9,2013,Самара-2,76,4,269,0,722
27,9,2013,Ухта-1,154,4,269,0,722
27,9,2013,Сыктывкар-2,57,4,269,0,722
27,9,2013,Челябинск-1,82,4,269,0,722
27,9,2013,Сарапул-1,52,4,269,0,722
27,9,2013,Белгород-1,86,4,269,0,722
27,9,2013,Сыктывкар-1,382,4,269,0,722
28,9,2013,Ухта-1,156,5,270,1,723
28,9,2013,Сыктывкар-2,62,5,270,1,723
28,9,2013,Самара-2,97,5,270,1,723
28,9,2013,Смоленск-2,8,5,270,1,723
28,9,2013,Самара-1,109,5,270,1,723
28,9,2013,Сыктывкар-1,513,5,270,1,723
28,9,2013,Смоленск-1,128,5,270,1,723
28,9,2013,Челябинск-1,95,5,270,1,723
28,9,2013,Сарапул-1,96,5,270,1,723
28,9,2013,Белгород-1,95,5,270,1,723
29,9,2013,Смоленск-1,89,6,271,1,724
29,9,2013,Белгород-1,85,6,271,1,724
29,9,2013,Сыктывкар-2,62,6,271,1,724
29,9,2013,Самара-1,74,6,271,1,724
29,9,2013,Ухта-1,132,6,271,1,724
29,9,2013,Самара-2,80,6,271,1,724
29,9,2013,Сыктывкар-1,399,6,271,1,724
29,9,2013,Сарапул-1,97,6,271,1,724
29,9,2013,Челябинск-1,79,6,271,1,724
1,10,2013,Самара-1,67,1,273,0,726
1,10,2013,Сарапул-1,67,1,273,0,726
1,10,2013,Сыктывкар-1,245,1,273,0,726
1,10,2013,Смоленск-1,85,1,273,0,726
1,10,2013,Самара-2,42,1,273,0,726
1,10,2013,Белгород-1,44,1,273,0,726
1,10,2013,Ухта-1,98,1,273,0,726
1,10,2013,Сыктывкар-2,35,1,273,0,726
1,10,2013,Челябинск-1,63,1,273,0,726
2,10,2013,Сарапул-1,48,2,274,0,727
2,10,2013,Самара-2,53,2,274,0,727
2,10,2013,Челябинск-1,65,2,274,0,727
2,10,2013,Смоленск-2,4,2,274,0,727
2,10,2013,Сыктывкар-2,28,2,274,0,727
2,10,2013,Самара-1,69,2,274,0,727
2,10,2013,Ухта-1,83,2,274,0,727
2,10,2013,Сыктывкар-1,233,2,274,0,727
2,10,2013,Смоленск-1,74,2,274,0,727
2,10,2013,Белгород-1,39,2,274,0,727
3,10,2013,Сыктывкар-1,255,3,275,0,728
3,10,2013,Самара-2,54,3,275,0,728
3,10,2013,Смоленск-2,5,3,275,0,728
3,10,2013,Челябинск-1,66,3,275,0,728
3,10,2013,Сарапул-1,52,3,275,0,728
3,10,2013,Ухта-1,94,3,275,0,728
3,10,2013,Сыктывкар-2,27,3,275,0,728
3,10,2013,Смоленск-1,62,3,275,0,728
3,10,2013,Самара-1,81,3,275,0,728
3,10,2013,Белгород-1,74,3,275,0,728
4,10,2013,Челябинск-1,93,4,276,0,729
4,10,2013,Сыктывкар-2,45,4,276,0,729
4,10,2013,Белгород-1,112,4,276,0,729
4,10,2013,Смоленск-1,108,4,276,0,729
4,10,2013,Смоленск-2,8,4,276,0,729
4,10,2013,Сыктывкар-1,411,4,276,0,729
4,10,2013,Сарапул-1,77,4,276,0,729
4,10,2013,Самара-1,126,4,276,0,729
4,10,2013,Ухта-1,180,4,276,0,729
4,10,2013,Самара-2,81,4,276,0,729
6,10,2013,Самара-1,89,6,278,1,731
6,10,2013,Сыктывкар-2,41,6,278,1,731
6,10,2013,Сыктывкар-1,413,6,278,1,731
6,10,2013,Сарапул-1,91,6,278,1,731
6,10,2013,Самара-2,73,6,278,1,731
6,10,2013,Белгород-1,79,6,278,1,731
6,10,2013,Челябинск-1,71,6,278,1,731
6,10,2013,Смоленск-1,100,6,278,1,731
6,10,2013,Ухта-1,135,6,278,1,731
7,10,2013,Ухта-1,116,0,279,0,732
7,10,2013,Смоленск-2,3,0,279,0,732
7,10,2013,Сарапул-1,46,0,279,0,732
7,10,2013,Сыктывкар-1,269,0,279,0,732
7,10,2013,Белгород-1,51,0,279,0,732
7,10,2013,Смоленск-1,68,0,279,0,732
7,10,2013,Сыктывкар-2,31,0,279,0,732
7,10,2013,Самара-2,49,0,279,0,732
7,10,2013,Челябинск-1,60,0,279,0,732
7,10,2013,Самара-1,80,0,279,0,732
8,10,2013,Смоленск-1,74,1,280,0,733
8,10,2013,Сыктывкар-2,32,1,280,0,733
8,10,2013,Сарапул-1,56,1,280,0,733
8,10,2013,Самара-2,41,1,280,0,733
8,10,2013,Сыктывкар-1,227,1,280,0,733
8,10,2013,Челябинск-1,65,1,280,0,733
8,10,2013,Белгород-1,51,1,280,0,733
8,10,2013,Смоленск-2,1,1,280,0,733
8,10,2013,Самара-1,74,1,280,0,733
8,10,2013,Ухта-1,105,1,280,0,733
9,10,2013,Сыктывкар-2,43,2,281,0,734
9,10,2013,Смоленск-1,73,2,281,0,734
9,10,2013,Белгород-1,64,2,281,0,734
9,10,2013,Ухта-1,77,2,281,0,734
9,10,2013,Челябинск-1,52,2,281,0,734
9,10,2013,Самара-1,60,2,281,0,734
9,10,2013,Смоленск-2,3,2,281,0,734
9,10,2013,Самара-2,45,2,281,0,734
9,10,2013,Сыктывкар-1,258,2,281,0,734
9,10,2013,Сарапул-1,47,2,281,0,734
10,10,2013,Самара-1,108,3,282,0,735
10,10,2013,Белгород-1,51,3,282,0,735
10,10,2013,Сарапул-1,43,3,282,0,735
10,10,2013,Смоленск-2,1,3,282,0,735
10,10,2013,Челябинск-1,76,3,282,0,735
10,10,2013,Самара-2,62,3,282,0,735
10,10,2013,Смоленск-1,102,3,282,0,735
10,10,2013,Сыктывкар-1,271,3,282,0,735
10,10,2013,Ухта-1,113,3,282,0,735
10,10,2013,Сыктывкар-2,39,3,282,0,735
11,10,2013,Смоленск-2,1,4,283,0,736
11,10,2013,Самара-1,123,4,283,0,736
11,10,2013,Челябинск-1,71,4,283,0,736
11,10,2013,Сарапул-1,53,4,283,0,736
11,10,2013,Сыктывкар-1,405,4,283,0,736
11,10,2013,Самара-2,70,4,283,0,736
11,10,2013,Ухта-1,192,4,283,0,736
11,10,2013,Смоленск-1,130,4,283,0,736
11,10,2013,Белгород-1,67,4,283,0,736
11,10,2013,Сыктывкар-2,42,4,283,0,736
12,10,2013,Сыктывкар-2,67,5,284,1,737
12,10,2013,Смоленск-1,149,5,284,1,737
12,10,2013,Челябинск-1,114,5,284,1,737
12,10,2013,Сыктывкар-1,488,5,284,1,737
12,10,2013,Сарапул-1,98,5,284,1,737
12,10,2013,Смоленск-2,1,5,284,1,737
12,10,2013,Ухта-1,184,5,284,1,737
12,10,2013,Белгород-1,96,5,284,1,737
12,10,2013,Самара-1,128,5,284,1,737
12,10,2013,Самара-2,113,5,284,1,737
13,10,2013,Челябинск-1,78,6,285,1,738
13,10,2013,Белгород-1,84,6,285,1,738
13,10,2013,Смоленск-1,129,6,285,1,738
13,10,2013,Самара-1,81,6,285,1,738
13,10,2013,Сыктывкар-1,398,6,285,1,738
13,10,2013,Сыктывкар-2,73,6,285,1,738
13,10,2013,Ухта-1,118,6,285,1,738
13,10,2013,Сарапул-1,66,6,285,1,738
13,10,2013,Самара-2,117,6,285,1,738
14,10,2013,Ухта-1,93,0,286,0,739
14,10,2013,Ульяновск-1,14,0,286,0,739
14,10,2013,Сыктывкар-1,242,0,286,0,739
14,10,2013,Сыктывкар-2,24,0,286,0,739
14,10,2013,Смоленск-1,84,0,286,0,739
14,10,2013,Самара-1,84,0,286,0,739
14,10,2013,Сарапул-1,51,0,286,0,739
14,10,2013,Челябинск-1,62,0,286,0,739
14,10,2013,Белгород-1,47,0,286,0,739
14,10,2013,Самара-2,34,0,286,0,739
15,10,2013,Сыктывкар-2,25,1,287,0,740
15,10,2013,Ухта-1,139,1,287,0,740
15,10,2013,Челябинск-1,60,1,287,0,740
15,10,2013,Сарапул-1,67,1,287,0,740
15,10,2013,Самара-2,49,1,287,0,740
15,10,2013,Смоленск-1,108,1,287,0,740
15,10,2013,Сыктывкар-1,281,1,287,0,740
15,10,2013,Белгород-1,43,1,287,0,740
15,10,2013,Самара-1,66,1,287,0,740
15,10,2013,Ульяновск-1,19,1,287,0,740
16,10,2013,Челябинск-1,65,2,288,0,741
16,10,2013,Сарапул-1,60,2,288,0,741
16,10,2013,Ульяновск-1,13,2,288,0,741
16,10,2013,Самара-1,68,2,288,0,741
16,10,2013,Белгород-1,58,2,288,0,741
16,10,2013,Сыктывкар-2,37,2,288,0,741
16,10,2013,Самара-2,50,2,288,0,741
16,10,2013,Сыктывкар-1,249,2,288,0,741
16,10,2013,Ухта-1,86,2,288,0,741
16,10,2013,Смоленск-1,69,2,288,0,741
17,10,2013,Ухта-1,139,3,289,0,742
17,10,2013,Сыктывкар-1,285,3,289,0,742
17,10,2013,Белгород-1,70,3,289,0,742
17,10,2013,Смоленск-1,95,3,289,0,742
17,10,2013,Челябинск-1,63,3,289,0,742
17,10,2013,Сыктывкар-2,44,3,289,0,742
17,10,2013,Ульяновск-1,6,3,289,0,742
17,10,2013,Самара-1,66,3,289,0,742
17,10,2013,Самара-2,58,3,289,0,742
17,10,2013,Сарапул-1,58,3,289,0,742
18,10,2013,Ухта-1,208,4,290,0,743
18,10,2013,Белгород-1,107,4,290,0,743
18,10,2013,Сыктывкар-2,42,4,290,0,743
18,10,2013,Сыктывкар-1,381,4,290,0,743
18,10,2013,Самара-2,91,4,290,0,743
18,10,2013,Ульяновск-1,17,4,290,0,743
18,10,2013,Челябинск-1,90,4,290,0,743
18,10,2013,Сарапул-1,98,4,290,0,743
18,10,2013,Самара-1,120,4,290,0,743
18,10,2013,Смоленск-1,130,4,290,0,743
19,10,2013,Сыктывкар-2,68,5,291,1,744
19,10,2013,Ульяновск-1,22,5,291,1,744
19,10,2013,Самара-2,178,5,291,1,744
19,10,2013,Сыктывкар-1,515,5,291,1,744
19,10,2013,Смоленск-1,161,5,291,1,744
19,10,2013,Ухта-1,210,5,291,1,744
19,10,2013,Сарапул-1,127,5,291,1,744
19,10,2013,Челябинск-1,62,5,291,1,744
19,10,2013,Самара-1,108,5,291,1,744
19,10,2013,Белгород-1,104,5,291,1,744
20,10,2013,Белгород-1,72,6,292,1,745
20,10,2013,Смоленск-1,112,6,292,1,745
20,10,2013,Самара-2,78,6,292,1,745
20,10,2013,Ульяновск-1,35,6,292,1,745
20,10,2013,Челябинск-1,67,6,292,1,745
